Title,Genre,Console,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales
SCOOP! Around the World in 80 Spaces,Education,WiiU,N/A,N/A,N/A,N/A,N/A
Naruto: Clash of Ninja Revolution 2,Fighting,Wii,0.38m,0.34m,0.02m,N/A,0.03m
Rune Factory: Frontier,Role-Playing,Wii,0.37m,0.16m,0.13m,0.04m,0.03m
Among Us VR,Party,PS4,N/A,N/A,N/A,N/A,N/A
Among Us VR,Party,PC,N/A,N/A,N/A,N/A,N/A
The Amazing Spider-Man (2012),Action-Adventure,PS3,0.80m,0.31m,0.36m,N/A,0.12m
The Amazing Spider-Man (2012),Action-Adventure,X360,0.74m,0.43m,0.24m,N/A,0.07m
The Amazing Spider-Man (2012),Action-Adventure,Wii,0.16m,0.10m,0.04m,N/A,0.01m
The Amazing Spider-Man (2012),Action-Adventure,WiiU,0.09m,0.05m,0.04m,N/A,0.01m
The Amazing Spider-Man (2012),Action-Adventure,PC,0.00m,0.00m,N/A,N/A,0.00m
Bless Unleashed,MMO,PC,N/A,N/A,N/A,N/A,N/A
Bless Unleashed,MMO,PS4,N/A,N/A,N/A,N/A,N/A
Bless Unleashed,MMO,XOne,N/A,N/A,N/A,N/A,N/A
Dragon Quest Monsters: Battle Road Victory,Strategy,Wii,0.32m,N/A,N/A,0.32m,N/A
Marvel Pinball: Epic Collection Volume 1,Puzzle,XOne,0.05m,0.04m,N/A,N/A,0.01m
Marvel Pinball: Epic Collection Volume 1,Puzzle,PS4,0.04m,0.03m,N/A,N/A,0.01m
Dynasty Warriors 8: Empires,Misc,PS4,0.21m,0.07m,0.07m,0.04m,0.03m
Dynasty Warriors 8: Empires,Action,X360,0.15m,0.09m,0.05m,N/A,0.01m
Dynasty Warriors 8: Empires,Misc,PS3,0.09m,N/A,N/A,0.09m,N/A
Dynasty Warriors 8: Empires,Action,XOne,0.07m,0.04m,0.02m,N/A,0.01m
Dynasty Warriors 8: Empires,Action,NS,0.00m,N/A,N/A,0.00m,N/A
Dynasty Warriors 8: Empires,Action,PC,N/A,N/A,N/A,N/A,N/A
Dark Souls,Role-Playing,PS3,2.05m,0.75m,0.53m,0.54m,0.22m
Dark Souls,Role-Playing,X360,0.99m,0.64m,0.27m,N/A,0.09m
Aokana: Four Rhythm Across the Blue,Visual Novel,PS4,0.03m,N/A,N/A,0.03m,N/A
Aokana: Four Rhythm Across the Blue,Visual Novel,NS,0.00m,N/A,N/A,0.00m,N/A
Aokana: Four Rhythm Across the Blue,Visual Novel,NS,N/A,N/A,N/A,N/A,N/A
Aokana: Four Rhythm Across the Blue,Visual Novel,PC,N/A,N/A,N/A,N/A,N/A
Aokana: Four Rhythm Across the Blue,Visual Novel,PS4,N/A,N/A,N/A,N/A,N/A
Demon's Souls,Role-Playing,PS3,1.83m,0.97m,0.34m,0.35m,0.17m
Ace Combat 6: Fires of Liberation,Simulation,X360,1.01m,0.69m,0.04m,0.22m,0.07m
Fight Night Round 2,Fighting,PS2,0.87m,0.72m,0.03m,N/A,0.12m
Driveclub,Racing,PS4,2.37m,0.37m,1.63m,0.02m,0.36m
Final Fantasy XIII,Role-Playing,PS3,5.35m,1.75m,1.23m,1.87m,0.51m
Final Fantasy XIII,Role-Playing,X360,2.19m,1.30m,0.67m,0.01m,0.21m
Final Fantasy XIII,Role-Playing,PC,N/A,N/A,N/A,N/A,N/A
Super Mario Galaxy,Platform,Wii,11.40m,6.06m,3.38m,1.20m,0.76m
WarioWare: Smooth Moves,Puzzle,Wii,2.89m,0.86m,1.05m,0.73m,0.26m
Cars 3: Driven to Win,Racing,NS,0.32m,0.13m,0.14m,0.02m,0.02m
Cars 3: Driven to Win,Racing,PS4,0.29m,0.06m,0.18m,0.01m,0.04m
Cars 3: Driven to Win,Racing,XOne,0.05m,0.04m,N/A,N/A,0.01m
Cars 3: Driven to Win,Racing,WiiU,0.02m,0.02m,0.00m,N/A,0.00m
Cars 3: Driven to Win,Racing,X360,0.02m,0.02m,N/A,N/A,0.00m
Cars 3: Driven to Win,Racing,PS3,0.01m,0.01m,N/A,N/A,0.00m
XCOM 2,Strategy,PC,0.31m,0.12m,0.16m,N/A,0.02m
XCOM 2,Strategy,PS4,0.31m,0.16m,0.10m,N/A,0.05m
XCOM 2,Strategy,XOne,0.19m,0.15m,0.02m,N/A,0.02m
LEGO Star Wars II: The Original Trilogy,Action,PS2,2.69m,1.85m,0.64m,0.01m,0.19m
LEGO Star Wars II: The Original Trilogy,Action,X360,0.63m,0.55m,0.03m,N/A,0.05m
LEGO Star Wars II: The Original Trilogy,Action,PC,0.02m,N/A,0.01m,N/A,0.00m
FIFA Soccer 11,Sports,PS3,5.08m,0.61m,3.28m,0.06m,1.12m
FIFA Soccer 11,Sports,X360,3.52m,0.71m,2.39m,0.02m,0.40m
FIFA Soccer 11,Sports,Wii,1.08m,0.26m,0.69m,N/A,0.12m
FIFA Soccer 11,Sports,PS2,0.76m,0.11m,0.29m,N/A,0.36m
FIFA Soccer 11,Sports,PC,0.18m,N/A,0.15m,N/A,0.03m
Steins;Gate,Visual Novel,PS3,0.06m,0.01m,0.02m,0.02m,0.01m
Steins;Gate,Visual Novel,X360,0.06m,N/A,N/A,0.06m,N/A
Steins;Gate,Visual Novel,PC,N/A,N/A,N/A,N/A,N/A
Deus Ex: Human Revolution,Shooter,X360,1.38m,0.77m,0.47m,0.02m,0.12m
Deus Ex: Human Revolution,Shooter,PS3,1.38m,0.50m,0.60m,0.07m,0.22m
Deus Ex: Human Revolution,Shooter,PC,0.58m,0.25m,0.26m,N/A,0.08m
Deus Ex: Human Revolution,Shooter,WiiU,0.11m,0.05m,0.05m,N/A,0.01m
ESPN: Sports Connection,Sports,WiiU,0.36m,0.20m,0.13m,N/A,0.03m
Super Robot Wars X,Strategy,PS4,0.13m,N/A,N/A,0.13m,N/A
Rare Replay,Misc,XOne,0.78m,0.42m,0.27m,0.01m,0.07m
White Album 2: Shiawase no Mukougawa,Visual Novel,PS3,0.04m,N/A,N/A,0.04m,N/A
Batman: Arkham Origins,Action-Adventure,PS3,2.40m,1.08m,0.88m,0.04m,0.40m
Batman: Arkham Origins,Action-Adventure,X360,1.90m,1.15m,0.58m,0.00m,0.17m
Batman: Arkham Origins,Action-Adventure,PC,0.32m,0.13m,0.17m,N/A,0.03m
Batman: Arkham Origins,Action-Adventure,WiiU,0.32m,0.19m,0.10m,0.00m,0.03m
Just Dance 2015,Music,Wii,2.09m,1.00m,0.91m,N/A,0.18m
Just Dance 2015,Music,WiiU,0.75m,0.40m,0.29m,N/A,0.07m
Just Dance 2015,Music,X360,0.61m,0.42m,0.13m,N/A,0.06m
Just Dance 2015,Music,XOne,0.54m,0.36m,0.13m,N/A,0.05m
Just Dance 2015,Music,PS4,0.41m,0.21m,0.13m,N/A,0.07m
Just Dance 2015,Music,PS3,0.28m,0.15m,0.08m,N/A,0.05m
Carol Vorderman's Sudoku,Puzzle,PS2,0.28m,N/A,0.23m,N/A,0.05m
Carol Vorderman's Sudoku,Puzzle,PC,N/A,N/A,N/A,N/A,N/A
Star Fox: Zero,Shooter,WiiU,0.44m,0.20m,0.12m,0.09m,0.03m
Need for Speed Underground 2,Racing,PS2,6.90m,2.71m,3.02m,0.08m,1.09m
Need for Speed Underground 2,Racing,PC,0.07m,N/A,0.06m,N/A,0.01m
Disney Princess: Enchanted Journey,Adventure,Wii,1.35m,1.22m,0.03m,N/A,0.10m
Disney Princess: Enchanted Journey,Adventure,PS2,0.23m,0.11m,0.09m,N/A,0.03m
Disney Princess: Enchanted Journey,Adventure,PC,N/A,N/A,N/A,N/A,N/A
NES Remix,Misc,WiiU,0.29m,0.18m,N/A,0.09m,0.02m
Jak II,Platform,PS2,2.78m,1.68m,0.74m,N/A,0.36m
Jak II,Platform,PS4,N/A,N/A,N/A,N/A,N/A
Star Wars Battlefront,Shooter,PS2,3.61m,1.93m,1.22m,0.03m,0.44m
Star Wars Battlefront,Shooter,PC,0.24m,0.08m,0.14m,N/A,0.02m
Destroy All Humans!,Adventure,PS2,0.94m,0.78m,0.03m,N/A,0.13m
Destroy All Humans!,Action-Adventure,PS4,N/A,N/A,N/A,N/A,N/A
Destroy All Humans!,Action-Adventure,PC,N/A,N/A,N/A,N/A,N/A
Destroy All Humans!,Action-Adventure,XOne,N/A,N/A,N/A,N/A,N/A
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,Misc,X360,0.12m,0.09m,0.01m,N/A,0.01m
007 Legends,Shooter,PS3,0.34m,0.11m,0.17m,N/A,0.06m
007 Legends,Shooter,X360,0.29m,0.13m,0.13m,N/A,0.02m
007 Legends,Shooter,WiiU,0.13m,0.06m,0.06m,N/A,0.01m
007 Legends,Shooter,PC,0.00m,N/A,0.00m,N/A,0.00m
Grand Theft Auto III,Action,PS2,13.10m,6.99m,4.51m,0.30m,1.30m
Grand Theft Auto III,Action,PC,0.01m,N/A,0.01m,N/A,0.00m
Animal Crossing: City Folk,Simulation,Wii,4.65m,1.84m,1.13m,1.32m,0.36m
Project Giant Robot,Fighting,WiiU,N/A,N/A,N/A,N/A,N/A
Boomerang Fu,Party,PC,N/A,N/A,N/A,N/A,N/A
Boomerang Fu,Party,XOne,N/A,N/A,N/A,N/A,N/A
Boomerang Fu,Party,NS,N/A,N/A,N/A,N/A,N/A
Forza Horizon 4,Racing,XOne,1.84m,0.74m,0.95m,0.01m,0.15m
Forza Horizon 4,Racing,PC,N/A,N/A,N/A,N/A,N/A
Halo: The Master Chief Collection,Shooter,XOne,3.44m,2.06m,1.04m,0.03m,0.31m
Halo: The Master Chief Collection,Shooter,PC,N/A,N/A,N/A,N/A,N/A
Dai-2-Ji Super Robot Taisen OG,Strategy,PS3,0.22m,N/A,N/A,0.22m,N/A
Tony Hawk's Underground,Sports,PS2,3.90m,2.29m,1.17m,0.01m,0.42m
Need for Speed Underground,Racing,PS2,7.20m,3.27m,2.83m,0.08m,1.02m
GoldenEye 007,Shooter,Wii,1.36m,0.76m,0.60m,0.00m,N/A
Rocksmith,Misc,X360,1.13m,0.85m,0.19m,0.01m,0.08m
Rocksmith,Misc,PS3,1.13m,0.53m,0.38m,0.09m,0.13m
Rocksmith,Misc,PC,0.12m,0.07m,0.03m,N/A,0.01m
Harry Potter and the Chamber of Secrets,Adventure,PS2,2.61m,0.90m,1.22m,0.04m,0.44m
Harry Potter and the Chamber of Secrets,Adventure,PC,0.01m,N/A,0.01m,N/A,0.00m
Gran Turismo 3: A-Spec,Racing,PS2,14.98m,6.85m,5.09m,1.87m,1.16m
Astro Bot Rescue Mission,Platform,PS4,0.71m,0.22m,0.36m,0.02m,0.11m
Star Wars: The Force Unleashed,Action,X360,2.77m,1.74m,0.78m,N/A,0.26m
Star Wars: The Force Unleashed,Action,PS3,2.22m,1.01m,0.86m,N/A,0.35m
Star Wars: The Force Unleashed,Action,Wii,1.86m,1.11m,0.56m,0.00m,0.19m
Star Wars: The Force Unleashed,Action,PS2,1.25m,0.49m,0.00m,0.01m,0.75m
Grand Theft Auto V,Action,PS3,20.32m,6.37m,9.85m,0.99m,3.12m
Grand Theft Auto V,Action,PS4,19.39m,6.06m,9.71m,0.60m,3.02m
Grand Theft Auto V,Action,X360,15.86m,9.06m,5.33m,0.06m,1.42m
Grand Theft Auto V,Action,XOne,8.72m,4.70m,3.25m,0.01m,0.76m
Grand Theft Auto V,Action,PC,1.33m,0.48m,0.76m,N/A,0.10m
Grand Theft Auto V,Action-Adventure,PS5,N/A,N/A,N/A,N/A,N/A
Yakuza 6: The Song of Life,Adventure,PS4,0.69m,0.16m,0.10m,0.38m,0.05m
Cars: Race-O-Rama,Racing,Wii,0.99m,0.61m,0.29m,N/A,0.09m
Cars: Race-O-Rama,Racing,PS2,0.47m,0.27m,0.03m,N/A,0.17m
Cars: Race-O-Rama,Racing,PS3,0.18m,0.14m,0.03m,N/A,0.02m
Cars: Race-O-Rama,Racing,X360,0.15m,0.14m,0.01m,N/A,0.01m
Ratchet & Clank,Platform,PS2,3.33m,1.44m,1.01m,0.57m,0.30m
Slime Rancher,Simulation,PS4,0.10m,0.08m,N/A,N/A,0.02m
Slime Rancher,Simulation,XOne,0.10m,0.08m,N/A,N/A,0.01m
Slime Rancher,Simulation,PC,N/A,N/A,N/A,N/A,N/A
LEGO City Undercover,Action,WiiU,1.24m,0.50m,0.52m,0.13m,0.09m
LEGO City Undercover,Platform,PS4,0.75m,0.17m,0.46m,0.01m,0.12m
LEGO City Undercover,Platform,NS,0.65m,0.23m,0.33m,0.03m,0.05m
LEGO City Undercover,Platform,XOne,0.30m,0.15m,0.12m,N/A,0.03m
The Silver Case,Visual Novel,PS4,0.07m,0.05m,N/A,0.01m,0.01m
The Silver Case,Visual Novel,PC,N/A,N/A,N/A,N/A,N/A
Mario Party 9,Party,Wii,3.20m,1.06m,1.15m,0.77m,0.22m
Endless Ocean: Blue World,Simulation,Wii,0.87m,0.46m,0.22m,0.12m,0.06m
Crash Bandicoot N. Sane Trilogy,Platform,PS4,4.83m,1.09m,2.92m,0.07m,0.74m
Crash Bandicoot N. Sane Trilogy,Platform,NS,1.11m,0.44m,0.57m,0.02m,0.09m
Crash Bandicoot N. Sane Trilogy,Platform,XOne,0.65m,0.23m,0.37m,N/A,0.05m
Crash Bandicoot N. Sane Trilogy,Platform,PC,0.00m,N/A,0.00m,N/A,0.00m
Lord of the Rings: Battle for Middle-Earth,Strategy,X360,0.31m,0.28m,N/A,N/A,0.02m
Rayman Legends,Platform,PS4,1.50m,0.22m,1.05m,N/A,0.23m
Rayman Legends,Platform,NS,0.69m,0.23m,0.40m,N/A,0.05m
Rayman Legends,Platform,WiiU,0.68m,0.25m,0.35m,0.03m,0.05m
Rayman Legends,Platform,PS3,0.61m,0.14m,0.38m,N/A,0.09m
Rayman Legends,Platform,X360,0.46m,0.19m,0.24m,N/A,0.04m
Rayman Legends,Platform,XOne,0.38m,0.13m,0.22m,N/A,0.03m
Rayman Legends,Platform,PC,0.00m,N/A,0.00m,N/A,0.00m
Need for Speed: ProStreet,Racing,PS2,2.41m,0.69m,0.00m,0.04m,1.68m
Need for Speed: ProStreet,Racing,X360,2.05m,1.04m,0.79m,0.01m,0.21m
Need for Speed: ProStreet,Racing,PS3,2.04m,0.73m,0.91m,0.04m,0.36m
Need for Speed: ProStreet,Racing,Wii,1.10m,0.53m,0.45m,N/A,0.12m
Need for Speed: ProStreet,Racing,PC,0.04m,N/A,0.04m,N/A,0.00m
Tetris Worlds,Puzzle,PS2,2.08m,1.11m,0.71m,N/A,0.27m
Tetris Worlds,Puzzle,PC,N/A,N/A,N/A,N/A,N/A
Romance of the Three Kingdoms XII,Strategy,PS3,0.09m,N/A,N/A,0.09m,N/A
Romance of the Three Kingdoms XII,Strategy,WiiU,0.02m,N/A,N/A,0.02m,N/A
EyeToy: Monkey Mania,Party,PS2,N/A,N/A,N/A,N/A,N/A
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Action,PS2,1.72m,0.85m,0.66m,N/A,0.22m
The Simpsons: Road Rage,Racing,PS2,3.61m,2.02m,1.17m,N/A,0.42m
Tatsunoko vs. Capcom: Ultimate All-Stars,Fighting,Wii,0.54m,0.30m,0.16m,0.03m,0.05m
Call of Duty 4: Modern Warfare,Shooter,X360,9.41m,5.98m,2.39m,0.13m,0.91m
Call of Duty 4: Modern Warfare,Shooter,PS3,6.72m,3.13m,2.27m,0.28m,1.04m
Call of Duty 4: Modern Warfare,Shooter,PC,1.15m,N/A,1.12m,N/A,0.03m
Need for Speed: Payback,Racing,PS4,2.18m,0.62m,1.18m,0.04m,0.34m
Need for Speed: Payback,Racing,XOne,0.73m,0.42m,0.24m,N/A,0.07m
Need for Speed: Payback,Racing,PC,0.02m,N/A,0.02m,N/A,0.00m
Forza Motorsport 2,Racing,X360,4.05m,2.35m,1.27m,0.03m,0.41m
Super Bubble Pop,Puzzle,PC,N/A,N/A,N/A,N/A,N/A
LEGO Batman: The Videogame,Adventure,X360,3.44m,2.07m,1.04m,N/A,0.34m
LEGO Batman: The Videogame,Adventure,Wii,3.08m,1.80m,0.98m,N/A,0.29m
LEGO Batman: The Videogame,Adventure,PS3,1.31m,0.72m,0.39m,N/A,0.19m
LEGO Batman: The Videogame,Adventure,PS2,1.27m,0.72m,0.03m,N/A,0.52m
LEGO Batman: The Videogame,Adventure,PC,0.09m,0.04m,0.03m,N/A,0.01m
Fantastic Pets,Simulation,X360,0.41m,0.30m,0.08m,N/A,0.04m
Kinect Party,Party,X360,N/A,N/A,N/A,N/A,N/A
Bridge Constructor Portal,Simulation,PS4,0.03m,0.02m,N/A,N/A,0.01m
Bridge Constructor Portal,Puzzle,XOne,0.02m,0.02m,N/A,N/A,0.00m
Bridge Constructor Portal,Simulation,NS,N/A,N/A,N/A,N/A,N/A
Bridge Constructor Portal,Puzzle,PC,N/A,N/A,N/A,N/A,N/A
Resistance: Fall of Man,Shooter,PS3,4.37m,1.74m,1.72m,0.14m,0.76m
Funky Barn It's Farming!,Simulation,WiiU,N/A,N/A,N/A,N/A,N/A
Little King's Story,Strategy,Wii,0.29m,0.14m,0.11m,0.02m,0.02m
FIFA 17,Sports,PS4,10.94m,1.26m,7.95m,0.12m,1.61m
FIFA 17,Sports,XOne,3.71m,1.04m,2.40m,N/A,0.27m
FIFA 17,Sports,PS3,1.36m,0.14m,0.98m,0.04m,0.20m
FIFA 17,Sports,X360,0.82m,0.20m,0.56m,N/A,0.06m
FIFA 17,Sports,PC,0.19m,N/A,0.18m,N/A,0.01m
Aqua Moto Racing Utopia,Racing,NS,0.03m,0.03m,N/A,N/A,0.00m
Aqua Moto Racing Utopia,Racing,WiiU,N/A,N/A,N/A,N/A,N/A
World Series of Poker,Misc,PS2,0.47m,0.39m,0.01m,N/A,0.06m
World Series of Poker,Misc,PC,N/A,N/A,N/A,N/A,N/A
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Role-Playing,Wii,0.47m,N/A,N/A,0.47m,N/A
Forza Motorsport 3,Racing,X360,5.50m,2.99m,1.90m,0.10m,0.51m
WWE SmackDown! vs. Raw,Fighting,PS2,2.83m,1.32m,1.08m,0.04m,0.39m
Forza Horizon 3,Racing,XOne,3.93m,1.64m,1.96m,0.02m,0.32m
Forza Horizon 3,Racing,PC,N/A,N/A,N/A,N/A,N/A
Far Cry 5,Action,PS4,3.95m,1.44m,1.73m,0.15m,0.62m
Far Cry 5,Action,XOne,1.78m,1.14m,0.47m,N/A,0.17m
Far Cry 5,Action,PC,0.07m,N/A,0.07m,N/A,0.00m
Gotouchi Tetsudou: Gotouchi Kyara to Nihon Zenkoku no Tabi,Puzzle,WiiU,0.04m,N/A,N/A,0.04m,N/A
Dance Dance Revolution X,Simulation,PS2,1.75m,0.85m,0.66m,0.01m,0.22m
Worms: Battle Islands,Strategy,Wii,0.22m,0.10m,0.10m,N/A,0.02m
Final Fantasy XIV: Heavensward,MMO,PS4,0.17m,N/A,0.09m,0.06m,0.02m
Final Fantasy XIV: Heavensward,MMO,PS3,0.04m,0.02m,N/A,0.01m,0.00m
Final Fantasy XIV: Heavensward,MMO,PC,0.03m,0.02m,0.01m,N/A,0.00m
Tekken 4,Fighting,PS2,3.44m,1.55m,1.27m,0.33m,0.29m
Tekken 7,Fighting,PS4,1.70m,0.60m,0.72m,0.12m,0.26m
Tekken 7,Fighting,XOne,0.58m,0.30m,0.23m,N/A,0.05m
Tekken 7,Fighting,PC,0.01m,N/A,0.01m,N/A,0.00m
Madden NFL 2004,Sports,PS2,5.23m,4.26m,0.26m,0.01m,0.71m
Madden NFL 2004,Sports,PC,N/A,N/A,N/A,N/A,N/A
WWE SmackDown vs Raw 2008,Fighting,PS2,2.34m,0.92m,0.00m,0.01m,1.41m
WWE SmackDown vs Raw 2008,Fighting,X360,1.43m,0.92m,0.38m,0.00m,0.13m
WWE SmackDown vs Raw 2008,Fighting,PS3,1.33m,0.62m,0.50m,0.01m,0.20m
WWE SmackDown vs Raw 2008,Fighting,Wii,0.98m,0.38m,0.50m,N/A,0.11m
Yakuza 3,Adventure,PS3,1.12m,0.21m,0.21m,0.62m,0.08m
Yakuza 3,Action-Adventure,PS4,0.05m,N/A,N/A,0.05m,N/A
True Crime: Streets of LA,Action,PS2,3.27m,1.89m,1.05m,0.02m,0.31m
True Crime: Streets of LA,Action,PC,0.00m,N/A,0.00m,N/A,0.00m
Nobunaga no Yabou: Souzou,Strategy,PS3,0.19m,N/A,N/A,0.19m,N/A
Nobunaga no Yabou: Souzou,Strategy,PS4,0.06m,N/A,N/A,0.06m,N/A
Medal of Honor: Rising Sun,Shooter,PS2,5.13m,1.98m,2.23m,0.13m,0.80m
Ratchet & Clank Future: A Crack in Time,Platform,PS3,1.89m,1.05m,0.55m,0.03m,0.26m
Destiny,Shooter,PS4,5.76m,2.53m,2.13m,0.16m,0.94m
Destiny,Shooter,XOne,3.41m,2.17m,0.92m,N/A,0.32m
Destiny,Misc,X360,1.94m,1.32m,0.44m,N/A,0.19m
Destiny,Shooter,PS3,1.67m,0.69m,0.59m,0.13m,0.26m
LEGO Batman 2: DC Super Heroes,Action-Adventure,X360,1.69m,0.90m,0.64m,N/A,0.15m
LEGO Batman 2: DC Super Heroes,Action-Adventure,Wii,1.42m,0.90m,0.40m,N/A,0.12m
LEGO Batman 2: DC Super Heroes,Action-Adventure,PS3,1.23m,0.50m,0.54m,N/A,0.19m
LEGO Batman 2: DC Super Heroes,Action-Adventure,WiiU,0.12m,0.04m,0.07m,N/A,0.01m
LEGO Batman 2: DC Super Heroes,Action-Adventure,PC,0.01m,N/A,0.01m,N/A,0.00m
Dance Central 3,Music,X360,0.83m,0.57m,0.19m,N/A,0.07m
Harvest Moon 64,Simulation,WiiU,N/A,N/A,N/A,N/A,N/A
The Simpsons: Hit & Run,Racing,PS2,4.70m,1.73m,2.19m,N/A,0.79m
The Simpsons: Hit & Run,Racing,PC,0.00m,N/A,0.00m,N/A,0.00m
Ratchet & Clank (2016),Platform,PS4,2.38m,0.97m,0.97m,0.06m,0.39m
SingStar Celebration,Music,PS4,0.23m,0.04m,0.15m,N/A,0.03m
Beyond: Two Souls,Adventure,PS3,1.70m,0.52m,0.86m,0.06m,0.26m
Beyond: Two Souls,Adventure,PS4,N/A,N/A,N/A,N/A,N/A
Beyond: Two Souls,Adventure,PC,N/A,N/A,N/A,N/A,N/A
Skylanders: Spyro's Adventure,Action,Wii,2.79m,1.35m,1.15m,N/A,0.30m
Skylanders: Spyro's Adventure,Action,X360,0.97m,0.53m,0.34m,N/A,0.10m
Skylanders: Spyro's Adventure,Action,PS3,0.94m,0.39m,0.40m,N/A,0.15m
Skylanders: Spyro's Adventure,Action,PC,0.10m,0.05m,0.03m,N/A,0.01m
Sega Superstars Tennis,Sports,X360,2.89m,1.75m,0.86m,N/A,0.28m
Sega Superstars Tennis,Sports,Wii,1.06m,0.28m,0.65m,N/A,0.13m
Sega Superstars Tennis,Sports,PS3,0.40m,0.13m,0.20m,N/A,0.07m
Sega Superstars Tennis,Sports,PS2,0.38m,0.10m,0.00m,N/A,0.28m
Shadow The Hedgehog,Platform,PS2,0.60m,0.50m,0.02m,N/A,0.08m
Tom Clancy's Rainbow Six 3,Shooter,PS2,0.81m,0.40m,0.31m,N/A,0.10m
Wii Sports Resort,Sports,Wii,32.90m,15.61m,10.99m,3.29m,3.02m
Disney Infinity,Misc,Wii,1.66m,1.06m,0.44m,N/A,0.16m
Disney Infinity,Misc,X360,1.53m,1.04m,0.35m,N/A,0.15m
Disney Infinity,Misc,PS3,1.05m,0.53m,0.34m,N/A,0.18m
Disney Infinity,Action-Adventure,WiiU,0.67m,0.37m,0.24m,N/A,0.06m
Disney Infinity,Misc,PC,N/A,N/A,N/A,N/A,N/A
Just Dance 2,Misc,Wii,9.45m,5.80m,2.86m,0.01m,0.77m
Kinectimals,Simulation,X360,1.62m,1.02m,0.46m,0.00m,0.14m
ZombiU,Action,WiiU,0.84m,0.35m,0.37m,0.05m,0.07m
Supreme Commander 2,Strategy,X360,0.34m,0.23m,0.09m,N/A,0.03m
Supreme Commander 2,Strategy,PC,0.19m,N/A,0.15m,N/A,0.04m
Pokken Tournament,Fighting,WiiU,1.37m,0.68m,0.40m,0.18m,0.11m
Paper Mario: Color Splash,Action-Adventure,WiiU,0.87m,0.35m,0.37m,0.08m,0.06m
inFAMOUS: Second Son,Action-Adventure,PS4,3.01m,1.35m,1.09m,0.07m,0.50m
Gran Turismo 6,Racing,PS3,3.54m,0.77m,1.87m,0.41m,0.49m
Sniper Elite V2,Shooter,PS3,0.98m,0.38m,0.40m,0.06m,0.15m
Sniper Elite V2,Shooter,X360,0.84m,0.46m,0.28m,0.02m,0.08m
Sniper Elite V2,Shooter,WiiU,0.02m,N/A,0.02m,N/A,0.00m
Sniper Elite V2,Shooter,PC,0.00m,N/A,0.00m,N/A,0.00m
Army Men: RTS,Strategy,PS2,0.11m,0.05m,0.04m,N/A,0.01m
Army Men: RTS,Strategy,PC,N/A,N/A,N/A,N/A,N/A
Skylanders: SuperChargers,Action-Adventure,WiiU,0.59m,0.32m,0.22m,N/A,0.05m
Skylanders: SuperChargers,Action-Adventure,X360,0.55m,0.35m,0.15m,N/A,0.05m
Skylanders: SuperChargers,Action-Adventure,PS4,0.45m,0.29m,0.09m,N/A,0.08m
Skylanders: SuperChargers,Action-Adventure,PS3,0.43m,0.20m,0.16m,N/A,0.07m
Skylanders: SuperChargers,Action-Adventure,XOne,0.40m,0.31m,0.05m,N/A,0.04m
Wii Fit Plus,Sports,Wii,21.81m,9.01m,8.51m,2.53m,1.76m
Brain Challenge Deluxe,Puzzle,PS3,0.00m,N/A,0.00m,N/A,0.00m
Namco Museum,Misc,PS2,1.82m,1.73m,0.07m,N/A,0.02m
Namco Museum,Misc,NS,N/A,N/A,N/A,N/A,N/A
Dragon Quest XI: Echoes of an Elusive Age,Role-Playing,PS4,2.04m,0.29m,0.22m,1.43m,0.10m
Root Double: Before Crime * After Days,Visual Novel,X360,0.01m,N/A,N/A,0.01m,N/A
Root Double: Before Crime * After Days,Visual Novel,NS,N/A,N/A,N/A,N/A,N/A
Final Fantasy X-2,Role-Playing,PS2,5.29m,1.92m,1.08m,2.11m,0.17m
Life is Strange,Adventure,PS4,0.37m,0.11m,0.16m,0.05m,0.05m
Life is Strange,Adventure,XOne,0.12m,0.08m,0.03m,N/A,0.01m
Life is Strange,Adventure,PC,0.05m,0.01m,0.04m,N/A,0.00m
Life is Strange,Adventure,PS3,N/A,N/A,N/A,N/A,N/A
Life is Strange,Adventure,X360,N/A,N/A,N/A,N/A,N/A
Constructor HD,Strategy,PS4,0.11m,0.09m,N/A,N/A,0.02m
Constructor HD,Strategy,XOne,0.07m,0.07m,N/A,N/A,0.01m
Constructor HD,Strategy,PC,N/A,N/A,N/A,N/A,N/A
Kirby and the Rainbow Curse,Platform,WiiU,0.58m,0.26m,0.14m,0.13m,0.04m
Assassin's Creed Origins,Action,PS4,4.06m,1.22m,2.11m,0.11m,0.63m
Assassin's Creed Origins,Action,PC,0.10m,0.04m,0.06m,N/A,0.01m
Irony Curtain: From Matryoshka,Visual Novel,PS4,N/A,N/A,N/A,N/A,N/A
Irony Curtain: From Matryoshka,Visual Novel,XOne,N/A,N/A,N/A,N/A,N/A
Irony Curtain: From Matryoshka,Visual Novel,NS,N/A,N/A,N/A,N/A,N/A
Irony Curtain: From Matryoshka,Visual Novel,PC,N/A,N/A,N/A,N/A,N/A
Tom Clancy's EndWar,Strategy,X360,0.91m,0.58m,0.24m,0.01m,0.09m
Tom Clancy's EndWar,Strategy,PS3,0.67m,0.33m,0.22m,0.01m,0.11m
Tom Clancy's EndWar,Strategy,PC,0.02m,N/A,0.02m,N/A,0.00m
